name,type_1,type_2,role,offensive_rating,defensive_rating,tier
Gourgeist Small Size,Ghost,Grass,Balanced,40.0557903526895,35.674622159188615,B
Flygon,Ground,Dragon,Offensive,43.17804703499681,35.659599862067466,B
Omastar,Rock,Water,Offensive,41.19736304885046,35.57189439653155,B
Aegislash Blade Forme,Steel,Ghost,Offensive,41.273732087105515,35.48553769915386,B
Lycanroc Midday Form,Rock,NA,Offensive,45.46436806834758,33.26646580208975,B
Stunfisk,Ground,Electric,Balanced,32.73580473535406,35.46415808314479,B
Swalot,Poison,NA,Balanced,34.06846865688465,35.46356064264819,B
Lycanroc Dusk Form,Rock,NA,Offensive,45.44470994868946,33.322021357645305,B
Mismagius,Ghost,NA,Offensive,43.448428751594854,35.382964289316234,B
Hisuian Braviary,Psychic,Flying,Balanced,40.057407620286114,35.37833140183291,B
Galarian Weezing,Poison,Fairy,Balanced,37.547380068427685,35.34708915347818,B
Drifblim,Ghost,Flying,Balanced,35.8382692391364,35.321008742042295,B
Minior Core Form,Rock,Flying,Offensive,45.27636900406658,32.44216577515462,B
Arctozolt,Electric,Ice,Balanced,40.45692637840086,35.27460085898793,B
Cradily,Rock,Grass,Balanced,38.40622154178955,35.17435920444779,B
Weezing,Poison,NA,Balanced,37.547380068427685,35.11137486776389,B
Nidoking,Poison,Ground,Balanced,38.23332511858469,35.029788768025625,B
Toedscruel,Ground,Grass,Offensive,41.32021214147689,34.97689459343191,C
Sawk,Fighting,NA,Offensive,43.475347000519534,34.96823191260957,C
Ninjask,Bug,Flying,Offensive,44.93052611087638,25.396079995400672,C
Gastrodon,Water,Ground,Balanced,35.749008091227644,34.901678466346134,C
Bombirdier,Flying,Dark,Balanced,38.59173199122701,34.888537786014226,C
Clefable,Fairy,NA,Balanced,35.6238337240896,34.82864111301954,C
Lycanroc Midnight Form,Rock,NA,Offensive,41.391457770477736,34.82097845676422,C
Pangoro,Fighting,Dark,Offensive,41.30764201474625,34.80586581147047,C
Gothitelle,Psychic,NA,Balanced,38.730920780380785,34.746296262823776,C
Togedemaru,Electric,Steel,Balanced,35.47463544050355,34.72501509959503,C
Comfey,Fairy,NA,Balanced,39.29553504449699,34.621784810281454,C
Beartic,Ice,NA,Offensive,43.476356988666126,34.61461008253414,C
Garbodor,Poison,NA,Balanced,35.69847131436755,34.61122276064977,C
Simisear,Fire,NA,Offensive,42.351841643170104,34.51293090339167,C
Skuntank,Poison,Dark,Balanced,35.271819987083276,34.49352456897157,C
Kilowattrel,Electric,Flying,Offensive,44.09207667979044,34.415161313214895,C
Yanmega,Bug,Flying,Offensive,44.395727533090735,34.028883692563696,C
Whiscash,Water,Ground,Balanced,34.41479449859205,34.35725033217426,C
Galarian Slowbro,Poison,Psychic,Balanced,38.2321687547941,34.26777975161985,C
Palossand,Ghost,Ground,Balanced,34.84582519910809,34.227561061482064,C
Rapidash,Fire,NA,Offensive,40.595346050107416,34.22527786652191,C
Alolan Ninetales,Ice,Fairy,Offensive,41.55944536855732,34.16372474953508,C
Grimmsnarl,Dark,Fairy,Balanced,39.09869035333114,34.10689814796265,C
Lanturn,Water,Electric,Balanced,31.755296072894122,34.10395918464058,C
Dachsbun,Fairy,NA,Balanced,37.49602808115641,34.093405430906245,C
Toxtricity Amped Form,Electric,Poison,Balanced,36.63177791302377,34.054498173668804,C
Toxtricity Low Key Form,Electric,Poison,Balanced,36.63177791302377,34.054498173668804,C
Flamigo,Flying,Fighting,Offensive,41.36863549969039,34.01455841327435,C
Mega Sableye,Dark,Ghost,Balanced,35.40007155662314,34.0061712736576,C
Trevenant,Ghost,Grass,Balanced,36.83767605337984,33.99992145742248,C
Golduck,Water,NA,Balanced,37.0192541596097,33.94955770354479,C
Torkoal,Fire,NA,Balanced,34.2885257326745,33.942677579561845,C
Mimikyu,Ghost,Fairy,Balanced,38.77772248760236,33.93383727554449,C
Slurpuff,Fairy,NA,Balanced,36.21449917171521,33.923838463544705,C
Greedent,Normal,NA,Balanced,34.54465959381777,33.91700730942944,C
Unfezant,Normal,Flying,Offensive,41.438729676818994,33.88050343493623,C
Sigilyph,Psychic,Flying,Offensive,41.79622278747616,33.85029493501436,C
Arctovish,Water,Ice,Balanced,36.77467705921474,33.8346342972814,C
Clodsire,Poison,Ground,Balanced,29.211764016981334,33.71730070566572,C
Kingler,Water,NA,Offensive,41.50635158600404,33.69802349112967,C
Cursola,Ghost,NA,Offensive,41.64414491118737,33.679711495382676,C
Armaldo,Rock,Bug,Offensive,41.00782971220083,33.649693016673865,C
Scolipede,Bug,Poison,Offensive,43.04219530830014,33.640680564396916,C
Boltund,Electric,NA,Offensive,43.613980792237484,31.666254221845882,C
Dubwool,Normal,NA,Balanced,37.24668841275191,33.60898875753979,C
Heliolisk,Electric,Normal,Offensive,43.16699131535225,33.579801475432944,C
Spiritomb,Ghost,Dark,Balanced,36.56044222796124,33.54013555309148,C
Vanilluxe,Ice,NA,Offensive,41.57204463498377,33.53821541464045,C
Houndoom,Dark,Fire,Offensive,39.06509107344288,33.51296108970702,C
Hypno,Psychic,NA,Balanced,36.331818965907374,33.504412945934476,C
Kabutops,Rock,Water,Offensive,40.481084684530146,33.37975455283343,C
Oricorio Pom-Pom Style,Electric,Flying,Balanced,36.68807363307535,33.36402954695605,C
Pawmot,Electric,Fighting,Offensive,42.59379363590442,33.32740154304325,C
Heatmor,Fire,NA,Balanced,37.46463764214599,33.26744490590717,C
Hawlucha,Fighting,Flying,Offensive,42.41040464277782,33.22897371065416,C
Mr. Rime,Ice,Psychic,Offensive,40.83221875526296,33.159272045136376,C
Hisuian Lilligant,Grass,Fighting,Offensive,42.83762610550201,33.1583317141324,C
Simipour,Water,NA,Offensive,42.351841643170104,33.15221661767738,C
Vileplume,Grass,Poison,Balanced,36.843387316553994,33.14537683138223,C
Tatsugiri Curly Form,Dragon,Water,Offensive,40.74140021242282,33.14355987714668,C
Tatsugiri Droopy Form,Dragon,Water,Offensive,40.74140021242282,33.14355987714668,C
Tatsugiri Stretchy Form,Dragon,Water,Offensive,40.74140021242282,33.14355987714668,C
Salazzle,Poison,Fire,Offensive,43.13788654951839,32.7764916324536,C
Mienshao,Fighting,NA,Offensive,43.11069167662974,30.288450449704065,C
Amoonguss,Grass,Poison,Balanced,34.077154306945125,33.10782001505736,C
Hatterene,Psychic,Fairy,Offensive,41.29337560118678,33.10265248109576,C
Hisuian Zoroark,Normal,Ghost,Offensive,43.005225437534875,32.55161209918854,C
Alolan Exeggutor,Grass,Dragon,Offensive,41.23503152836746,33.004928852768934,C
Araquanid,Water,Bug,Balanced,30.594255395464288,32.928828127850934,C
Toucannon,Normal,Flying,Offensive,38.24108091846317,32.90727456014228,C
Rabsca,Bug,Psychic,Offensive,38.95352479578743,32.89911006535914,C
Exploud,Normal,NA,Offensive,38.14009115075254,32.80511862971895,C
Grumpig,Psychic,NA,Balanced,36.69979511765165,32.73593070685317,C
Turtonator,Fire,Dragon,Balanced,33.54571444719271,32.51047150538123,C
Crustle,Bug,Rock,Offensive,37.52915739746409,32.44727539270073,C
Carracosta,Water,Rock,Balanced,36.64747126864442,32.41207048804312,C
Grapploct,Fighting,NA,Offensive,37.89059771238484,32.39358959907681,C
Ambipom,Normal,NA,Offensive,42.39100619338064,31.054053829328783,C
Simisage,Grass,NA,Offensive,42.351841643170104,31.38435947482024,C
Aromatisse,Fairy,NA,Balanced,32.77596901206272,32.31232185775685,C
Oricorio Baile Style,Fire,Flying,Balanced,36.68807363307535,32.164029546956044,C
Cramorant,Flying,Water,Balanced,36.139733092801876,32.127510678782514,C
Dewgong,Water,Ice,Balanced,35.13147002604522,32.08936104693208,C
Crabominable,Fighting,Ice,Offensive,40.7307741254505,32.03403094717104,C
Victreebel,Grass,Poison,Offensive,38.38185632981932,32.0273512585971,C
Mega Medicham,Fighting,Psychic,Offensive,41.36072910110096,32.01756298834749,C
Cloyster,Water,Ice,Offensive,38.863135121700324,31.998090182019478,C
Bellossom,Grass,NA,Balanced,34.25999483721527,31.953076755297182,C
Zebstrika,Electric,NA,Offensive,41.76941610449464,31.908863118073953,C
Lopunny,Normal,NA,Offensive,38.37801104187486,31.884319941962968,C
Indeedee(female),Psychic,Normal,Offensive,37.16458890355848,31.877859780936657,C
Noctowl,Normal,Flying,Balanced,32.835160361004,31.846737460401236,C
Cyclizar,Dragon,Normal,Offensive,41.63230628011747,31.779842105521436,C
Lilligant,Grass,NA,Offensive,39.85343263367471,31.774351917518768,C
Oricorio Sensu Style,Ghost,Flying,Offensive,36.68807363307535,31.746172404098903,C
Veluza,Water,Psychic,Balanced,34.60573352177357,31.744616083379572,C
Froslass,Ice,Ghost,Offensive,40.22597763796493,31.731053788437546,C
Palafin Zero Form,Water,NA,Balanced,33.94278231240751,31.701324074012078,C
Sawsbuck,Normal,Grass,Offensive,38.591735219385804,31.687929871033553,C
Pidgeot,Normal,Flying,Balanced,35.982932691964066,31.67362200443339,C
Huntail,Water,NA,Offensive,37.09025331508052,31.43221108010019,C
Hitmontop,Fighting,NA,Balanced,36.093128682650004,31.417476772760605,C
Abomasnow,Grass,Ice,Offensive,38.67278593713361,31.384555833433765,C
Ludicolo,Water,Grass,Balanced,34.40787921617819,31.367416468951056,C
Swanna,Water,Flying,Offensive,37.836307065617845,31.36378826723135,C
Espathra,Psychic,NA,Offensive,41.09368014864526,31.362166977593283,C
Leavanny,Bug,Grass,Offensive,40.82082907622521,31.319318200199803,C
Galarian Rapidash,Psychic,Fairy,Offensive,40.595346050107416,31.300277866521903,C
Toxicroak,Poison,Fighting,Offensive,36.37874701158011,31.293259793779406,C
Floatzel,Water,NA,Offensive,41.27091263726987,31.181271765039426,C
Honchkrow,Dark,Flying,Offensive,37.556592060197886,31.261908600935165,C
Raichu,Electric,NA,Offensive,41.234737683955245,30.798508478733645,C
Hitmonchan,Fighting,NA,Offensive,37.457671110549114,31.22863793734852,C
Grafaiai,Poison,Normal,Offensive,38.421578362950996,31.19693513321512,C
Whimsicott,Grass,Fairy,Offensive,38.0315216002989,31.18466734313148,C
Azumarill,Water,Fairy,Defensive,25.357333225246293,31.173552342112693,C
Beheeyem,Psychic,NA,Offensive,38.71352002892045,31.13891134385174,C
Klawf,Rock,NA,Offensive,36.275516617622344,31.118110409034678,C
Octillery,Water,NA,Offensive,36.888360057070415,31.11647085438633,C
Dodrio,Normal,Flying,Offensive,41.07434948686446,30.44120353460216,C
Lumineon,Water,NA,Balanced,34.20332383243788,31.020810188000482,C
Bruxish,Water,Psychic,Offensive,37.25016809103332,30.9983514326018,C
Wormadam Trash Cloak,Bug,Steel,Balanced,27.585254295771936,30.988692284671114,C
Qwilfish,Water,Poison,Balanced,32.19873663683467,30.982254677142542,C
Zoroark,Dark,NA,Offensive,40.966295644462924,28.61643307489163,C
Ribombee,Bug,Fairy,Offensive,40.9360987148313,30.35899671861295,C
Audino,Normal,NA,Balanced,30.431129822413926,30.909472963373773,C
Tropius,Grass,Flying,Balanced,32.91528230223457,30.83091499791128,C
Granbull,Fairy,NA,Offensive,35.40826936253223,30.77357454168616,C
Hitmonlee,Fighting,NA,Offensive,40.42508525400517,30.77137143424966,C
Gorebyss,Water,NA,Offensive,35.78488451959531,30.660175617948312,C
Alolan Marowak,Fire,Ghost,Balanced,27.988158382656618,30.58724269955262,C
Lunatone,Rock,Psychic,Balanced,34.422782857113695,30.566862999975797,C
Solrock,Rock,Psychic,Balanced,34.422782857113695,30.566862999975797,C
Eldegoss,Grass,NA,Balanced,32.74650964757612,30.561529159133748,C
Meowstic(male),Psychic,NA,Offensive,38.04520362222096,30.54483907047334,C
Meowstic(female),Psychic,NA,Offensive,38.04520362222096,30.54483907047334,C
Vespiquen,Bug,Flying,Balanced,34.895412681825675,30.507751796742497,C
Shiftry,Grass,Dark,Offensive,36.74756380631371,30.438520867707688,C
Sandslash,Ground,NA,Balanced,34.818501179558375,30.375682565700764,C
Rotom,Electric,Ghost,Balanced,33.543686882604,30.297967454696078,C
Appletun,Grass,Dragon,Balanced,34.38630820001112,30.10900881342375,C
Lurantis,Grass,NA,Offensive,34.66380826911043,29.982043277855173,C
Brambleghast,Grass,Ghost,Offensive,37.44357884964827,29.97078371966464,C
Malamar,Dark,Psychic,Offensive,35.361580187167306,29.934354222544783,C
Minior Meteor Form,Rock,Flying,Balanced,29.210838580904678,29.83179412734569,C
Pelipper,Water,Flying,Balanced,31.980139861428718,29.689017465233032,C
Glalie,Ice,NA,Offensive,36.15306734009509,29.674852157397737,C
Chimecho,Psychic,NA,Offensive,34.261457540059006,29.661396896592187,C
Wobbuffet,Psychic,NA,Defensive,23.994409140273014,29.661147493903005,C
Jumpluff,Grass,Flying,Offensive,36.374375686901374,29.597265031802362,C
Oricorio Pa'u Style,Psychic,Flying,Offensive,36.68807363307535,29.496172404098903,C
Scovillain,Grass,Fire,Offensive,37.952172622592286,29.491300385811897,C
Hisuian Qwilfish,Dark,Poison,Balanced,32.19873663683467,29.38582610571397,C
Eiscue Noice Face,Ice,NA,Offensive,39.345558825162925,25.683516322722156,C
Komala,Normal,NA,Offensive,36.713776046474145,29.26868679526862,C
Indeedee(male),Psychic,Normal,Offensive,38.265362906355634,29.25650873881837,C
Alolan Dugtrio,Ground,Steel,Offensive,34.89534697949648,29.224727245642207,C
Cinccino,Normal,NA,Offensive,39.21442980762136,28.083267651823306,C
Mr. Mime,Psychic,Fairy,Offensive,37.31253926675091,29.213362177710103,C
Manectric,Electric,NA,Offensive,38.37613909638462,29.187868418453768,C
Camerupt,Fire,Ground,Offensive,34.07611220286545,29.098928277182743,C
Lokix,Bug,Dark,Offensive,35.882765392092,29.05406718235038,C
Furfrou,Normal,NA,Offensive,35.729349539434004,28.984267063601628,C
Seaking,Water,NA,Balanced,31.19704265252044,28.960918300325194,C
Pyukumuku,Water,NA,Balanced,25.55479827953426,28.916942924757414,C
Jynx,Ice,Psychic,Offensive,38.82303782180571,25.738151479012465,C
Eiscue Ice Face,Ice,NA,Balanced,32.23194601939596,28.81880868939789,C
Alolan Raichu,Electric,Psychic,Offensive,37.65609935654052,28.793271119639034,C
Frosmoth,Ice,Bug,Offensive,38.790652766084335,27.723266468331467,C
Falinks,Fighting,NA,Offensive,34.10312768378455,28.73562740785812,C
Crawdaunt,Water,Dark,Offensive,33.69216424637996,28.71625000435433,C
Galvantula,Bug,Electric,Offensive,37.066463024540454,28.706641675058933,C
Breloom,Grass,Fighting,Offensive,37.96540554810183,28.530526410914767,C
Seviper,Poison,NA,Offensive,33.86477849414947,28.45917952290489,C
Maushold Family of Three,Normal,NA,Offensive,36.06506250366169,28.42084117102736,C
Maushold Family of Four,Normal,NA,Offensive,36.06506250366169,28.42084117102736,C
Arbok,Poison,NA,Balanced,31.21438101923638,28.394539365096385,C
Quagsire,Water,Ground,Balanced,27.832696910442646,28.315218352789486,C
Thievul,Dark,NA,Offensive,33.49299811415254,28.216836240218356,C
Wigglytuff,Normal,Fairy,Balanced,27.8775718389597,27.750762022901657,C
Dedenne,Electric,Fairy,Balanced,31.182738473573707,27.695450396678815,C
Mawile,Steel,Fairy,Balanced,23.702167890688337,27.669049430100515,C
Zangoose,Normal,NA,Offensive,37.32083754363008,27.592131124278048,C
Magcargo,Fire,Rock,Balanced,29.776724538389935,27.457853088385257,C
Venomoth,Bug,Poison,Offensive,32.313024979302,27.289652247256075,C
Absol,Dark,NA,Offensive,36.704931753016886,27.272006765407447,C
Xatu,Psychic,Flying,Offensive,34.94603181828536,27.24594859607028,C
Cacturne,Grass,Dark,Offensive,36.7424362205043,27.218634407042313,C
Sudowoodo,Rock,NA,Offensive,31.210510442142642,27.122361782761146,C
Cherrim,Grass,NA,Offensive,31.882889636776152,27.04266003426626,C
Castform Sunny Form,Fire,NA,Balanced,27.570297767551406,26.877663295313393,C
Basculin Red-Striped Form,Water,NA,Offensive,33.061924987688656,26.733483945409198,C
Basculin Blue-Striped Form,Water,NA,Offensive,33.061924987688656,26.733483945409198,C
Basculin White-Striped Form,Water,NA,Offensive,33.061924987688656,26.733483945409198,C
Banette,Ghost,NA,Offensive,32.430582937853856,26.68441007331451,C
Emolga,Electric,Flying,Offensive,31.976597963651784,26.538613440934263,C
Carnivine,Grass,NA,Offensive,32.984750467947016,26.532107711135346,C
Diggersby,Normal,Ground,Balanced,25.17964884211287,26.514349502093083,C
Fearow,Normal,Flying,Offensive,33.17326121183379,26.40845933465367,C
Dugtrio,Ground,NA,Offensive,36.33132306859991,22.78419936762368,C
Wugtrio,Water,NA,Offensive,36.33132306859991,24.198485081909396,C
Masquerain,Bug,Flying,Offensive,33.39726127132478,26.2795657552985,C
Volbeat,Bug,NA,Balanced,29.09931510215682,26.031742119244573,C
Illumise,Bug,NA,Balanced,29.09931510215682,26.031742119244573,C
Marowak,Ground,NA,Balanced,27.988158382656618,25.915814128124047,C
Swellow,Normal,Flying,Offensive,35.87215508131569,25.318024588537604,C
Kecleon,Normal,NA,Offensive,29.832199952937884,25.853655845478155,C
Shiinotic,Grass,Fairy,Balanced,27.509828643747596,25.789265563272295,C
Sharpedo,Water,Dark,Offensive,34.512822734035524,25.749763161202498,C
Maractus,Grass,NA,Offensive,31.67368094196081,25.659033791470236,C
Squawkabilly Green Plumage,Normal,Flying,Offensive,31.829489563028766,25.656990175967742,C
Squawkabilly Blue Plumage,Normal,Flying,Offensive,31.829489563028766,25.656990175967742,C
Squawkabilly Yellow Plumage,Normal,Flying,Offensive,31.829489563028766,25.656990175967742,C
Squawkabilly White Plumage,Normal,Flying,Offensive,31.829489563028766,25.656990175967742,C
Galarian Corsola,Ghost,NA,Balanced,23.72206333002204,25.55019225863643,C
Castform Rainy Form,Water,NA,Balanced,27.570297767551406,25.51694900959911,C
Purugly,Normal,NA,Offensive,34.749059471310126,25.401926601051652,C
Liepard,Dark,NA,Offensive,35.38641274503841,24.176929695814277,C
Morpeko Full Belly Mode,Electric,Dark,Offensive,31.58701484369073,25.3569554341035,C
Morpeko Hangry Mode,Electric,Dark,Offensive,31.58701484369073,25.3569554341035,C
Wormadam Sandy Cloak,Bug,Ground,Balanced,26.65382932916465,25.247733375662857,C
Bibarel,Normal,Water,Balanced,26.804162681087405,25.03567146997971,C
Flapple,Grass,Dragon,Offensive,34.0962952922666,25.022137357082762,C
Persian,Normal,NA,Offensive,34.73579439916587,24.817611061407096,F
Pincurchin,Electric,NA,Offensive,30.331016497932424,24.815446250634338,F
Mr. MimeGalarian Mr. Mime,Ice,Psychic,Offensive,34.807149649341525,23.815664120539136,F
Alolan Persian,Dark,NA,Offensive,33.19633730352197,24.716249203858432,F
Partner Pikachu,Electric,NA,Offensive,34.70506903362195,23.270629588946818,F
Pachirisu,Electric,NA,Balanced,26.27117373063416,24.673841136487404,F
Gumshoos,Normal,NA,Offensive,30.794122641910352,24.346143498358416,F
Alolan Raticate,Dark,Normal,Balanced,27.00599677855326,24.293184471297877,F
Minun,Electric,NA,Offensive,28.550801758914613,23.958822117861718,F
Furret,Normal,NA,Offensive,28.762161621700855,23.882121117186145,F
Partner Eevee,Normal,NA,Balanced,27.051615452365432,23.824124474032494,F
Corsola,Water,Rock,Balanced,23.844326359373113,23.792266354062733,F
Mightyena,Dark,NA,Offensive,27.910160771894105,23.49334132860558,F
Linoone,Normal,NA,Offensive,29.342164545623504,23.420081530825463,F
Castform,Normal,NA,Offensive,27.570297767551406,23.331234723884826,F
Sunflora,Grass,NA,Offensive,28.593572222570845,23.23166925696384,F
Spidops,Bug,NA,Balanced,25.2941952922071,23.110212059207406,F
Galarian Linoone,Dark,Normal,Offensive,29.342164545623504,23.05579581653975,F
Ariados,Bug,Poison,Balanced,25.752338189509103,22.990289797857173,F
Swoobat,Psychic,Flying,Offensive,31.906687739335275,22.70863676833246,F
Plusle,Electric,NA,Offensive,28.79677010001779,22.607749497349594,F
Beedrill,Bug,Poison,Offensive,26.826589610129872,22.57546041892156,F
Dustox,Bug,Poison,Balanced,22.35045722367774,22.430139281545635,F
Watchog,Normal,NA,Offensive,27.22067646701115,22.172095195764847,F
Chatot,Normal,Flying,Offensive,28.369414332634634,22.107672630870866,F
Medicham,Fighting,Psychic,Offensive,25.7524623839619,22.028412560276173,F
Wormadam Plant Cloak,Bug,Grass,Offensive,26.65382932916465,22.02273337566286,F
Raticate,Normal,NA,Offensive,29.388526458858436,21.762647655039643,F
Castform Snowy Form,Ice,NA,Offensive,27.570297767551406,21.41337758102768,F
Vivillon,Bug,Flying,Offensive,29.16580437845337,21.050379138351772,F
Sableye,Dark,Ghost,Balanced,21.677575952959554,20.876097695651673,F
Delcatty,Normal,NA,Offensive,24.61336816424726,20.288956425997107,F
Mothim,Bug,Flying,Offensive,29.702175989638175,20.218635406380777,F
Butterfree,Bug,Flying,Offensive,26.78018108031948,19.997518607372307,F
Kricketune,Bug,NA,Offensive,24.347457636227837,19.93936472330266,F
Ledian,Bug,Flying,Offensive,23.34826828574124,19.77793637943755,F
Farfetch'd,Normal,Flying,Offensive,24.04995795453083,19.746125190707883,F
Parasect,Bug,Grass,Offensive,26.682860751815447,19.69137732572039,F
Galarian Farfetch'd,Fighting,NA,Offensive,24.667479322052195,18.610014079596773,F
Spinda,Normal,NA,Offensive,21.260742981238142,17.49842619921264,F
Beautifly,Bug,Flying,Offensive,25.907791747216223,17.473229837897044,F
Luvdisc,Water,NA,Balanced,18.717700857805443,17.06097997544096,F
Pikachu,Electric,NA,Offensive,19.614027739640832,15.275314973037002,F
Eevee,Normal,NA,Balanced,17.117536922393704,14.959982877206118,F
Unown,Psychic,NA,Offensive,21.09169521058626,14.553098184375651,F
Shedinja,Bug,Ghost,Offensive,19.051459431607363,13.495127542737139,F
Ditto,Normal,NA,Offensive,16.144693244254174,13.159667646614997,F
Delibird,Ice,Flying,Offensive,18.331216521238655,12.788158142094119,F
Smeargle,Normal,NA,Balanced,11.483289441049228,11.721966214519512,F
Wishiwashi Solo Form,Water,NA,Defensive,9.744684503570696,11.681972851500502,F
